date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:19:31	957/957	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:19:31%20GMT	https://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/word-puzzle-pune-to-gaya%26media=//cdn.shopify.com/s/files/1/1017/1847/articles/CultureDabba_BhejaFry_1024x1024.png?v=1506753110%26description=Word%20Puzzle%20-%20Pune%20to%20Gaya	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/index2b7e.html	(from http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/word-puzzle-pune-to-gaya&media=//cdn.shopify.com/s/files/1/1017/1847/articles/CultureDabba_BhejaFry_1024x1024.png?v=1506753110&description=Word%20Puzzle%20-%20Pune%20to%20Gaya)
15:19:32	30965/30965	---MCZ	200	added ('OK')	text/html	etag:cacheable:b150610ab22b63a73ccff108e0d68504	https://culturedabba.com/blogs/news/tagged/children-books?page=1	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/children-books2679.html	(from https://culturedabba.com/blogs/news/tagged/children-books?page=2)
15:19:32	31082/31082	---MCZ	200	added ('OK')	text/html	etag:cacheable:915868d56d93b320497a262a46a9b77f	https://culturedabba.com/blogs/news/tagged/ebook?page=1	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/ebook2679.html	(from https://culturedabba.com/blogs/news/tagged/ebook?page=2)
15:19:33	26978/26978	---MCZ	200	added ('OK')	text/html	etag:cacheable:e608bb3676ecf90a783b42f3665bf7a4	https://culturedabba.com/blogs/news/tagged/artist	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/artist.html	(from https://culturedabba.com/blogs/news/join-the-cd-team-graphic-designer)
15:19:33	1023/1023	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:19:32%20GMT	http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/join-the-cd-team-graphic-designer&media=//cdn.shopify.com/s/files/1/1017/1847/articles/Graphic_Designer_-_Position_1024x1024.png?v=1491026039&description=Join%20the%20CD%20Team%20-%20Graphic%20Designer	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/indexdc55.html	(from https://culturedabba.com/blogs/news/join-the-cd-team-graphic-designer)
15:19:34	30052/30052	---MCZ	200	added ('OK')	text/html	etag:cacheable:8e42ca1d93e7978a208e4517d55c3591	https://culturedabba.com/blogs/news/tagged/asian	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/asian.html	(from https://culturedabba.com/blogs/news/writer-ideator-perfectionist)
15:19:35	28018/28018	---MCZ	200	added ('OK')	text/html	etag:cacheable:f278153dec9c0fa6d25e5563a0733093	https://culturedabba.com/blogs/news/tagged/author	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/author.html	(from https://culturedabba.com/blogs/news/writer-ideator-perfectionist)
15:19:35	29096/29096	---MCZ	200	added ('OK')	text/html	etag:cacheable:9af7a32704e9f3500af3264a15929b06	https://culturedabba.com/blogs/news/tagged/interactive	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/interactive.html	(from https://culturedabba.com/blogs/news/writer-ideator-perfectionist)
15:19:36	28043/28043	---MCZ	200	added ('OK')	text/html	etag:cacheable:a13ef4c71b14eacb9ff02a32c3aae7b1	https://culturedabba.com/blogs/news/tagged/magazine	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/magazine.html	(from https://culturedabba.com/blogs/news/writer-ideator-perfectionist)
15:19:36	2680/2680	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Aug%202019%2020:19:35%20GMT	http://cdn.shopify.com/s/files/1/1017/1847/products/ProductImage_SixMonthly_grande_b0bfacfd-71d3-485a-ac10-fc3c53d6aa62_large.png?v=1471457307	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/productimage_sixmonthly_grande_b0bfacfd-71d3-485a-ac10-fc3c53d6aa62_large.dc8b2b.delayed	(from https://culturedabba.com/blogs/news/writer-ideator-perfectionist)
15:19:36	28018/28018	---MCZ	200	added ('OK')	text/html	etag:cacheable:8494ac2fa96e6fe2066c7e83c5b84b42	https://culturedabba.com/blogs/news/tagged/writer	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/writer.html	(from https://culturedabba.com/blogs/news/writer-ideator-perfectionist)
15:19:36	1134/1134	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:19:36%20GMT	http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/writer-ideator-perfectionist&media=//cdn.shopify.com/s/files/1/1017/1847/articles/CultureDabba_-_Kuchipudi_1024x1024.png?v=1489986170&description=Are%20you%20a%20Designer%20+%20Writer%20+%20Ideator%20+%20Perfectionist?%20Come%20on%20over!	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/index4d9f.html	(from https://culturedabba.com/blogs/news/writer-ideator-perfectionist)
15:19:37	30912/30912	---MCZ	200	added ('OK')	text/html	etag:cacheable:69f674efe70669ba4b93f0c087e621c8	https://culturedabba.com/blogs/news/tagged/games?page=1	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/games2679.html	(from https://culturedabba.com/blogs/news/tagged/games?page=2)
15:19:38	32970/32970	---MCZ	200	added ('OK')	text/html	etag:cacheable:29b305dc236216f64518b6a60990477d	https://culturedabba.com/blogs/news/jigsaw-amrit-manthan	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/jigsaw-amrit-manthan.html	(from https://culturedabba.com/blogs/news/tagged/games?page=2)
15:19:39	32748/32748	---MCZ	200	added ('OK')	text/html	etag:cacheable:9f9b1956aaeb772fa548b2684d0086b6	https://culturedabba.com/blogs/news/guess-5-hanuman-names	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/guess-5-hanuman-names.html	(from https://culturedabba.com/blogs/news/tagged/games?page=2)
15:19:39	52080/52080	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Aug%202019%2009:11:02%20GMT	http://cdn.shopify.com/s/files/1/1017/1847/files/Graphic_Designer_-_Position_large.png?v=1491025990	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/graphic_designer_-_position_large9c21.png	(from https://culturedabba.com/blogs/news/join-the-cd-team-graphic-designer)
15:19:40	32684/32684	---MCZ	200	added ('OK')	text/html	etag:cacheable:1af8d20d430a829a438ef77c98e05808	https://culturedabba.com/blogs/news/jig-saw-truck	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/jig-saw-truck.html	(from https://culturedabba.com/blogs/news/tagged/games?page=2)
15:19:42	28642/28642	---MCZ	200	added ('OK')	text/html	etag:cacheable:18238a68a878c6477e737e59159a2534	https://culturedabba.com/blogs/news/tagged/jig-saw	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/jig-saw.html	(from https://culturedabba.com/blogs/news/christmas-tree-jigsaw)
15:19:43	903/903	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:19:42%20GMT	http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/christmas-tree-jigsaw&media=//cdn.shopify.com/s/files/1/1017/1847/articles/jigsaw-christmas-tree_1024x1024.png?v=1482695419&description=Christmas%20Tree%20JigSaw	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/index05e4.html	(from https://culturedabba.com/blogs/news/christmas-tree-jigsaw)
15:19:45	30901/30901	---MCZ	200	added ('OK')	text/html	etag:cacheable:df1f5e0f96892df9794aa5155fdeafcf	https://culturedabba.com/blogs/news/tagged/indian?page=1	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/indian2679.html	(from https://culturedabba.com/blogs/news/tagged/indian?page=2)
15:19:48	27082/27082	---MCZ	200	added ('OK')	text/html	etag:cacheable:d8c52d93655bca0d92b3abdd994471e9	https://culturedabba.com/blogs/news/tagged/indian?page=3	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/indian9ba9.html	(from https://culturedabba.com/blogs/news/tagged/indian?page=2)
15:19:50	30928/30928	---MCZ	200	added ('OK')	text/html	etag:cacheable:6db81027229e1abdea45799d6d7f0c71	https://culturedabba.com/blogs/news/tagged/puzzles?page=1	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/puzzles2679.html	(from https://culturedabba.com/blogs/news/tagged/puzzles?page=2)
15:19:52	26993/26993	---MCZ	200	added ('OK')	text/html	etag:cacheable:fcd1a95741d1c385bd25d425960af04c	https://culturedabba.com/blogs/news/tagged/freelance	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/freelance.html	(from https://culturedabba.com/blogs/news/help-needed-short-story-writer)
15:20:02	144546/144546	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Aug%202019%2020:19:39%20GMT	http://cdn.shopify.com/s/files/1/1017/1847/articles/JigSaw_Screenshot_1024x1024.png?v=1482205047	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/jigsaw_screenshot_1024x1024ba51.png	(from https://culturedabba.com/blogs/news/tagged/games?page=2)
15:20:03	1005/1005	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:20:02%20GMT	http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/help-needed-short-story-writer&media=//cdn.shopify.com/s/files/1/1017/1847/articles/Short_Story_-_Burnt_by_Anger_1024x1024.png?v=1489984021&description=Help%20needed%20-%20Short%20Story%20Writer!	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/index076c.html	(from https://culturedabba.com/blogs/news/help-needed-short-story-writer)
15:20:03	158928/158928	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Aug%202019%2014:20:05%20GMT	http://cdn.shopify.com/s/files/1/1017/1847/articles/Hangman_NamesOfHanuman_1024x1024.png?v=1482210220	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/hangman_namesofhanuman_1024x102468a7.png	(from https://culturedabba.com/blogs/news/tagged/games?page=2)
15:20:04	28011/28011	---MCZ	200	added ('OK')	text/html	etag:cacheable:c359858bdf4e9ecf5f6c3dbcd889a71c	https://culturedabba.com/blogs/news/tagged/free	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/free.html	(from https://culturedabba.com/blogs/news/shiva-bhasmasur-ebook)
15:20:05	28017/28017	---MCZ	200	added ('OK')	text/html	etag:cacheable:aaf07f698f6d007b6a35fe1d296a34a1	https://culturedabba.com/blogs/news/tagged/ibook	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/ibook.html	(from https://culturedabba.com/blogs/news/shiva-bhasmasur-ebook)
15:20:06	858/858	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:20:05%20GMT	http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/shiva-bhasmasur-ebook&media=//cdn.shopify.com/s/files/1/1017/1847/articles/Fr_7_C_1024x1024.jpg?v=1488174633&description=Shiva%20Bhasmasur%20ebook	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/indexb9d5.html	(from https://culturedabba.com/blogs/news/shiva-bhasmasur-ebook)
15:20:06	21/21	---M--	403	error ('Forbidden')	text/plain	date:Tue,%2013%20Aug%202019%2020:20:05%20GMT	https://scontent.xx.fbcdn.net/v/t15.0-10/16732294_1249441161818259_2414025693437362176_n.jpg?oh=687e717c6256857ed4c55cf367434655&oe=58FDADB0	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/16732294_1249441161818259_2414025693437362176_n.edc830.delayed	(from https://culturedabba.com/blogs/news/free-worlds-first-fully-interactive-south-asian-kids-ibook-get-it-now)
15:20:06	28017/28017	---MCZ	200	added ('OK')	text/html	etag:cacheable:a30e010280e0197f3e744315c087140d	https://culturedabba.com/blogs/news/tagged/shiva	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/shiva.html	(from https://culturedabba.com/blogs/news/shiva-bhasmasur-ebook)
15:20:07	1257/1257	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:20:06%20GMT	http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/free-worlds-first-fully-interactive-south-asian-kids-ibook-get-it-now&media=//cdn.shopify.com/s/files/1/1017/1847/articles/One_Year_Free_Gift.001_1024x1024.jpeg?v=1487051907&description=Free!%20World's%20first%20fully%20interactive%20South%20Asian%20Kids%20iBook..Get%20it%20now!	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/indexf061.html	(from https://culturedabba.com/blogs/news/free-worlds-first-fully-interactive-south-asian-kids-ibook-get-it-now)
15:20:08	30469/30469	---MCZ	200	added ('OK')	text/html	etag:cacheable:ef31115fd99e0ef6ce8ed218e835a9b4	https://culturedabba.com/blogs/news/tagged/children?page=1	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/children2679.html	(from https://culturedabba.com/blogs/news/tagged/children?page=2)
15:20:09	29123/29123	---MCZ	200	added ('OK')	text/html	etag:cacheable:801cb2e9e067f1871348242d9f1cf766	https://culturedabba.com/blogs/news/tagged/children?page=3	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/children9ba9.html	(from https://culturedabba.com/blogs/news/tagged/children?page=2)
15:20:09	30838/30838	---MCZ	200	added ('OK')	text/html	etag:cacheable:3f495ce5d9414d7b227b29b4c6ad002a	https://culturedabba.com/blogs/news/tagged/culture?page=1	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/culture2679.html	(from https://culturedabba.com/blogs/news/tagged/culture?page=2)
15:20:10	49646/49646	---MCZ	200	added ('OK')	text/html	etag:cacheable:95ddadac749cd155e5db6bb8d4b8eb29	https://culturedabba.com/blogs/news/independent-culturedabba-review-by-vimaneea	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/independent-culturedabba-review-by-vimaneea.html	(from https://culturedabba.com/blogs/news/tagged/culture?page=2)
15:20:12	26974/26974	---MCZ	200	added ('OK')	text/html	etag:cacheable:14b77b336342b074be560b9892591edb	https://culturedabba.com/blogs/news/tagged/educational	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/educational.html	(from https://culturedabba.com/blogs/news/teaching-kids-forgiveness-4-easy-steps)
15:20:14	26956/26956	---MCZ	200	added ('OK')	text/html	etag:cacheable:c5fba4d64da94f077758a5b7f86c1963	https://culturedabba.com/blogs/news/tagged/learning	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/learning.html	(from https://culturedabba.com/blogs/news/teaching-kids-forgiveness-4-easy-steps)
15:20:15	996/996	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:20:14%20GMT	http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/teaching-kids-forgiveness-4-easy-steps&media=//cdn.shopify.com/s/files/1/1017/1847/articles/Untitled_1024x1024.png?v=1490425155&description=Teaching%20kids%20forgiveness%20-%204%20Easy%20steps	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/indexe67d.html	(from https://culturedabba.com/blogs/news/teaching-kids-forgiveness-4-easy-steps)
15:20:17	30758/30758	---MCZ	200	added ('OK')	text/html	etag:cacheable:ba65f6e8244cb3d68db5adc38a13a208	https://culturedabba.com/blogs/news/tagged/diwali?page=1	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/diwali2679.html	(from https://culturedabba.com/blogs/news/tagged/diwali?page=2)
15:20:20	30560/30560	---MCZ	200	added ('OK')	text/html	etag:cacheable:ed086bd2caeea07e178ad70cdae3c213	https://culturedabba.com/blogs/news?page=6	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/newsc575.html	(from https://culturedabba.com/blogs/news?page=5)
15:20:22	33581/33581	---MCZ	200	added ('OK')	text/html	etag:cacheable:79b2553d1c92ed8fbc74190a301b6741	https://culturedabba.com/blogs/news/this-shivratri-read-bhasmasur-story-with-your-kids	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/this-shivratri-read-bhasmasur-story-with-your-kids.html	(from https://culturedabba.com/blogs/news?page=5)
15:20:26	317379/317379	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Aug%202019%2022:30:29%20GMT	http://cdn.shopify.com/s/files/1/1017/1847/articles/jigsaw-amrit-manthan-image_1024x1024.png?v=1482304836	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/jigsaw-amrit-manthan-image_1024x10244381.png	(from https://culturedabba.com/blogs/news/tagged/games?page=2)
15:20:34	67180/67180	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Aug%202019%2020:20:22%20GMT	http://cdn.shopify.com/s/files/1/1017/1847/articles/FB_Advertisement_Post.001_1024x1024.jpeg?v=1488004918	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/fb_advertisement_post.001_1024x1024df77.jpg	(from https://culturedabba.com/blogs/news?page=5)
15:20:34	963/963	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:20:33%20GMT	http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/free-kindle-book-get-it-now&media=//cdn.shopify.com/s/files/1/1017/1847/articles/AnimalRiddleImage3_1024x1024.png?v=1489956465&description=FREE%20Kindle%20Book%20-%20Get%20it%20now!	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/indexac17.html	(from https://culturedabba.com/blogs/news/free-kindle-book-get-it-now)
15:20:36	1965/1965	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:d5d469190f289a7dead1e65230d13f43	https://culturedabba.com/blogs/news/tagged/navratri-dandiya-hinduism-puzzlefortoday-indianculture.atom	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/navratri-dandiya-hinduism-puzzlefortoday-indianculture.atom	(from https://culturedabba.com/blogs/news/tagged/navratri-dandiya-hinduism-puzzlefortoday-indianculture)
15:20:36	59028/59028	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Aug%202019%2020:20:26%20GMT	http://cdn.shopify.com/s/files/1/1017/1847/files/AnimalRiddleImage_FreeOffer_large.png?v=1489956386	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/animalriddleimage_freeoffer_large3012.png	(from https://culturedabba.com/blogs/news/free-kindle-book-get-it-now)
15:20:37	1029/1029	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:20:36%20GMT	https://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/dandiya-navaratri-jigsaw-puzzle%26media=//cdn.shopify.com/s/files/1/1017/1847/articles/Facebook_Puzzle_Background_Images.001_1024x1024.png?v=1505961322%26description=Dandiya%20Navaratri%20JigSaw%20Puzzle	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/indexd102.html	(from http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/dandiya-navaratri-jigsaw-puzzle&media=//cdn.shopify.com/s/files/1/1017/1847/articles/Facebook_Puzzle_Background_Images.001_1024x1024.png?v=1505961322&description=Dandiya%20Navaratri%20JigSaw%20Puzzle)
15:20:37	1083/1083	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:20:36%20GMT	https://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/play-a-puzzle-word-game-post-answer-in-comments%26media=//cdn.shopify.com/s/files/1/1017/1847/articles/CDPuzzle_1024x1024.png?v=1506666306%26description=Play%20a%20puzzle%20/%20Word%20Game,%20post%20answer%20in%20comments	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/indexbded.html	(from http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/play-a-puzzle-word-game-post-answer-in-comments&media=//cdn.shopify.com/s/files/1/1017/1847/articles/CDPuzzle_1024x1024.png?v=1506666306&description=Play%20a%20puzzle%20/%20Word%20Game,%20post%20answer%20in%20comments)
15:20:37	1029/1029	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:20:37%20GMT	https://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/get-our-diwali-special-from-amazon-http-mybook-to-diwali%26media=//cdn.shopify.com/s/files/1/1017/1847/articles/3c_1024x1024.jpg?v=1504931874%26description=Get%20our%20Diwali%20special%20from%20Amazon%21	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/index2640.html	(from http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/get-our-diwali-special-from-amazon-http-mybook-to-diwali&media=//cdn.shopify.com/s/files/1/1017/1847/articles/3c_1024x1024.jpg?v=1504931874&description=Get%20our%20Diwali%20special%20from%20Amazon!)
15:20:39	1432/1432	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:c6624b2a53db35fee98b84338b8f9605	https://culturedabba.com/blogs/news/tagged/onam.atom	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/onam.atom	(from https://culturedabba.com/blogs/news/tagged/onam)
15:20:39	1224/1224	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:20:38%20GMT	https://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/onam-ashamsakal-culturedabba-wishes-everyone-a-very-happy-onam%26media=//cdn.shopify.com/s/files/1/1017/1847/articles/HappyOnamPost2017.001_1024x1024.jpeg?v=1504556893%26description=%22Onam%20Ashamsakal%22.%20CultureDabba%20wishes%20everyone%20a%20very%20happy%20Onam.	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/index968b.html	(from http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/onam-ashamsakal-culturedabba-wishes-everyone-a-very-happy-onam&media=//cdn.shopify.com/s/files/1/1017/1847/articles/HappyOnamPost2017.001_1024x1024.jpeg?v=1504556893&description=%22Onam%20Ashamsakal%22.%20CultureDabba%20wishes%20everyone%20a%20very%20happy%20Onam.)
15:20:40	4703/4703	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:cc65acbcd9cace6a060b56130565a6cf	https://culturedabba.com/blogs/news/tagged/designer.atom	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/designer.atom	(from https://culturedabba.com/blogs/news/tagged/designer)
15:20:41	7950/7950	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:f17dd40a6cc566cfb329e887ef507e44	https://culturedabba.com/blogs/news/tagged/help-wanted.atom	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/help-wanted.atom	(from https://culturedabba.com/blogs/news/tagged/help-wanted)
15:20:41	7943/7943	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:c56c5a381d07f431bc7652321b615c50	https://culturedabba.com/blogs/news/tagged/jobs.atom	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/jobs.atom	(from https://culturedabba.com/blogs/news/tagged/jobs)
15:20:42	342239/342239	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Aug%202019%2020:19:51%20GMT	http://cdn.shopify.com/s/files/1/1017/1847/files/Short_Story_-_Burnt_by_Anger_large.png?v=1489983999	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/short_story_-_burnt_by_anger_large0f2b.png	(from https://culturedabba.com/blogs/news/help-needed-short-story-writer)
15:20:42	7946/7946	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:eda37e1acc967bbf6f3664eb96d4ca12	https://culturedabba.com/blogs/news/tagged/vacancy.atom	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/vacancy.atom	(from https://culturedabba.com/blogs/news/tagged/vacancy)
15:20:42	1254/1254	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:20:41%20GMT	https://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/hiring-now-director-graphic-design-digital-and-print-media%26media=//cdn.shopify.com/s/files/1/1017/1847/articles/Director_-_Graphic_Designer_-_Position_1024x1024.png?v=1493703660%26description=Hiring%20now%20-%20Director%20-%20Graphic%20Design%20(Digital%20and%20Print%20Media)	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/index91f9.html	(from http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/hiring-now-director-graphic-design-digital-and-print-media&media=//cdn.shopify.com/s/files/1/1017/1847/articles/Director_-_Graphic_Designer_-_Position_1024x1024.png?v=1493703660&description=Hiring%20now%20-%20Director%20-%20Graphic%20Design%20(Digital%20and%20Print%20Media))
15:20:43	1035/1035	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2013%20Aug%202019%2020:20:42%20GMT	https://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/join-the-cd-team-graphic-designer%26media=//cdn.shopify.com/s/files/1/1017/1847/articles/Graphic_Designer_-_Position_1024x1024.png?v=1491026039%26description=Join%20the%20CD%20Team%20-%20Graphic%20Designer	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/index56ea.html	(from http://pinterest.com/pin/create/button/?url=https://culturedabba.com/blogs/news/join-the-cd-team-graphic-designer&media=//cdn.shopify.com/s/files/1/1017/1847/articles/Graphic_Designer_-_Position_1024x1024.png?v=1491026039&description=Join%20the%20CD%20Team%20-%20Graphic%20Designer)
15:20:43	2759/2759	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:adc5ec7275faf99438bbb2da83ba6f78	https://culturedabba.com/blogs/news/tagged/artist.atom	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/artist.atom	(from https://culturedabba.com/blogs/news/tagged/artist)
15:20:44	15341/15341	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:06de66280bb61dd652ac6feb55457be9	https://culturedabba.com/blogs/news/tagged/asian.atom	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/asian.atom	(from https://culturedabba.com/blogs/news/tagged/asian)
15:20:44	3840/3840	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:364adaf5b493d75fe322a9f264ec1def	https://culturedabba.com/blogs/news/tagged/author.atom	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/author.atom	(from https://culturedabba.com/blogs/news/tagged/author)
15:20:44	5986/5986	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:7c1b8aade4df748a03f3ae6de516717e	https://culturedabba.com/blogs/news/tagged/interactive.atom	C:/Users/saura/Downloads/CultureDabba/culturedabba.github.io/CultureDabba/web/images/interactive.atom	(from https://culturedabba.com/blogs/news/tagged/interactive)
